geolocation_zip_code_prefix;geolocation_lat;geolocation_lng;geolocation_city;geolocation_state
12030;-23.038579886486254;-45.56497652274739;taubate;SP
29906;-19.357462161957656;-40.05901459316048;linhares;ES
89665;-27.343289947039874;-51.61155150982937;capinzal;SC
33400;-19.62967952276389;-43.89589007712633;lagoa santa;MG
5145;-23.49898540521669;-46.725262187893165;são paulo;SP
88133;-27.634948533801104;-48.670703086252885;palhoca;SC
13190;-22.9388195181659;-47.27461416502515;monte mor;SP
9950;-23.676992633360275;-46.58332197114655;diadema;SP
4357;-23.636556282820703;-46.65364243450284;sao paulo;SP
71215;-15.823302881566754;-47.95779856367162;brasilia;DF
1226;-23.53654755981301;-46.65306456994057;sao paulo;SP
18276;-23.36095009179165;-47.87906337780139;tatui;SP
4607;-23.623602631975285;-46.67644902692022;sao paulo;SP
4921;-23.696901;-46.753247922846064;sao paulo;SP
25730;-22.389386316926604;-43.131794488742194;petrópolis;RJ
31170;-19.882511298084143;-43.91883919845339;belo horizonte;MG
5376;-23.5802938148768;-46.76829831196261;sao paulo;SP
8011;-23.496219368519327;-46.442193937646536;sao paulo;SP
11320;-23.967747891728507;-46.37761866458288;sao vicente;SP
73900;-14.0752693645476;-46.3524226379583;posse;GO
57035;-9.652571327135934;-35.70414440178576;maceio;AL
5346;-23.55695184901036;-46.74501831862769;sao paulo;SP
6719;-23.61296673525177;-46.950063941167066;cotia;SP
8040;-23.50564547821569;-46.44694411809684;sao paulo;SP
18053;-23.48160556253111;-47.5395738406216;sorocaba;SP
38415;-18.89089959616829;-48.33038825214959;uberlandia;MG
16300;-21.40436476496004;-50.07083375639418;penapolis;SP
1530;-23.568887744936216;-46.62592864279532;sao paulo;SP
6397;-23.53499504940014;-46.858170938249806;carapicuiba;SP
29285;-20.80543276760832;-40.74270098914511;piuma;ES
9831;-23.79455846961735;-46.54489192766485;sao bernardo do campo;SP
35410;-20.362959;-43.67351924999999;cachoeira do campo;MG
3732;-23.50812039439665;-46.53371429156326;sao paulo;SP
4617;-23.626633580773237;-46.66525211924106;sao paulo;SP
88010;-27.59481108909915;-48.55812540911183;florianopolis;SC
5050;-23.522711510964267;-46.7024442799065;sao paulo;SP
36420;-20.515610575998764;-43.70789557881927;ouro branco;MG
18708;-23.081734026371937;-48.91220925076462;avare;SP
68523;-6.100854478857776;-49.59760959729919;curionopolis;PA
60730;-3.792706239800338;-38.581600887731554;fortaleza;CE
3348;-23.566517477947045;-46.56257882916093;sao paulo;SP
22775;-22.965905556986492;-43.38999869671641;rio de janeiro;RJ
13418;-22.7151430635401;-47.63227347739127;piracicaba;SP
8215;-23.543049017485146;-46.44510945406543;sao paulo;SP
85906;-24.678382498485828;-53.61770674181568;toledo;PR
27910;-22.36931158969248;-41.787540147789926;macaé;RJ
13486;-22.572171759195093;-47.37337496476225;limeira;SP
79601;-20.776928105467668;-51.70723011969192;tres lagoas;MS
41750;-12.988556335789347;-38.43755322333668;salvador;BA
4284;-23.60907399194992;-46.60494638412487;sao paulo;SP
79037;-20.434459643149797;-54.53756263275709;campo grande;MS
3124;-23.57229828420568;-46.58923205966878;sao paulo;SP
13160;-22.56516020404937;-47.17282959108295;artur nogueira;SP
35550;-20.47313552474198;-45.14076753783382;itapecerica;MG
75955;-17.134833349647472;-49.98878036962012;indiara;GO
96180;-30.85360553681616;-51.81056731539926;camaqua;RS
11665;-23.62847642421909;-45.423444580937705;caraguatatuba;SP
85640;-25.918840578246822;-53.47764319306671;ampére;PR
85960;-24.554783808644164;-54.0610988535241;marechal candido rondon;PR
6266;-23.494338860378654;-46.78247665390384;osasco;SP
45606;-14.794919316226595;-39.26445950263988;itabuna;BA
95650;-29.56334818777466;-50.79882033825147;igrejinha;RS
74120;-16.691117562682205;-49.267750974709685;goiania;GO
32235;-19.97369765869443;-44.03455723079522;contagem;MG
12246;-23.21189721233187;-45.90818749056492;são josé dos campos;SP
48420;-10.40904999999998;-38.26326999999998;antas;BA
25030;-22.768988179551386;-43.30721056930639;duque de caxias;RJ
89285;-26.202039067565487;-49.398944472804544;são bento do sul;SC
56870;-7.8400066545514;-38.09460513343683;triunfo;PE
88640;-28.315451999999947;-49.617673999999965;bom jardim da serra;SC
65917;-5.502826787947455;-47.49216716663916;imperatriz;MA
81710;-25.4993241268394;-49.26626830766343;curitiba;PR
63560;-6.098026524582019;-39.453014906678526;acopiara;CE
57035;-9.657482543424392;-35.70003402844941;maceió;AL
70846;-15.771392999999996;-47.87559675;brasília;DF
80240;-25.45142512101101;-49.28369934332622;curitiba;PR
78095;-15.66035148304918;-56.05222971737395;cuiabá;MT
14815;-21.955472526805508;-48.00621945435803;ibaté;SP
13330;-23.08854289814756;-47.218605642247056;indaiatuba;SP
15084;-20.82405045140339;-49.37816640470014;sao jose do rio preto;SP
81110;-25.49945836164807;-49.29519812170349;curitiba;PR
4110;-23.58471417652485;-46.63468762308848;sao paulo;SP
98700;-28.38575533104268;-53.91705226050294;ijui;RS
14300;-20.88513343445313;-47.58821535433273;batatais;SP
60340;-3.727387413755922;-38.57966353107942;fortaleza;CE
30710;-19.914081830976947;-43.946480870938906;belo horizonte;MG
13490;-22.47948401180697;-47.46048918411348;cordeiropolis;SP
13053;-23.042669280050745;-47.10703599500834;campinas;SP
93135;-29.739652567975185;-51.16541443312428;sao leopoldo;RS
22290;-22.954857128512835;-43.17489807395129;rio de janeiro;RJ
5267;-23.44548661809682;-46.79196951679265;sao paulo;SP
35160;-19.48935939439665;-42.51482228864907;ipatinga;MG
26020;-22.738184023431817;-43.45952850000001;nova iguacu;RJ
38703;-18.58346790716388;-46.5013252420955;patos de minas;MG
7064;-23.456777731057755;-46.56284715015292;guarulhos;SP
9182;-23.69847322288672;-46.53282052576854;santo andre;SP
14840;-21.36675383627328;-48.239040781105984;guariba;SP
88090;-27.59267265113387;-48.604467813491816;florianopolis;SC
17340;-22.473139773178893;-48.56767634815065;barra bonita;SP
13630;-21.98569241913648;-47.42520356618258;pirassununga;SP
24710;-22.821910264140094;-42.99987920241646;sao goncalo;RJ
13467;-22.76473806744926;-47.330226921309205;americana;SP
3736;-23.50823693366611;-46.51683663558197;sao paulo;SP
13502;-22.42371152729167;-47.57888282857638;rio claro;SP
2518;-23.509848068295792;-46.66369014308379;são paulo;SP
14770;-20.720828793634755;-48.52858131291136;colina;SP
28895;-22.498109030105557;-41.92605296349038;rio das ostras;RJ
22470;-22.96686670301237;-43.21852797279134;rio de janeiro;RJ
15385;-20.434511890934207;-51.33270147432053;ilha solteira;SP
8280;-23.55993127837729;-46.476282258670444;sao paulo;SP
8502;-23.54045183097696;-46.35583060589179;ferraz de vasconcelos;SP
18609;-22.873045285042405;-48.44677322898029;botucatu;SP
5781;-23.650699117952595;-46.76122050819431;sao paulo;SP
7434;-23.418449844571377;-46.31500235280023;aruja;SP
49503;-10.693758974236948;-37.42921647414023;itabaiana;SE
85906;-24.71999197561109;-53.71613259674631;toledo;PR
89055;-26.881240085492472;-49.060617872612326;blumenau;SC
21021;-22.84001438304721;-43.25909757618026;rio de janeiro;RJ
5707;-23.64289078542183;-46.72848106811363;sao paulo;SP
29193;-19.83268747665444;-40.28124810198463;aracruz;ES
26115;-22.73675252995497;-43.39035577565345;belford roxo;RJ
13370;-23.009566909447308;-47.52775794094216;rafard;SP
78360;-14.355889346614346;-58.09557205159995;campo novo do parecis;MT
17280;-22.36723102812044;-48.76233332757758;pederneiras;SP
7072;-23.44492774854291;-46.55665381418429;guarulhos;SP
4185;-23.649597495557828;-46.59418315580286;sao paulo;SP
94828;-29.997082586361547;-51.05317392059767;alvorada;RS
72145;-15.798407245164451;-48.09904953898441;brasilia;DF
30350;-19.944568529286133;-43.94766150000001;belo horizonte;MG
13604;-22.34215133611284;-47.38977511241266;araras;SP
68527;-4.981313999999944;-48.42322099999996;abel figueiredo;PA
4755;-23.64526548542905;-46.71555335068378;sao paulo;SP
9780;-23.711393043020365;-46.53499082904372;sao bernardo do campo;SP
13468;-22.75786755981302;-47.34656445767212;americana;SP
44700;-11.184212184964638;-40.51164576172253;jacobina;BA
8572;-23.497146029999957;-46.34290099999998;itaquaquecetuba;SP
38800;-19.32228610023651;-46.05198376682669;sao gotardo;MG
65393;-4.321161680865384;-46.45201112953903;buriticupu;MA
30380;-19.950113421576656;-43.95583838718328;belo horizonte;MG
62770;-4.2281496634590585;-38.91811606468846;pacoti;CE
35430;-20.412103990418665;-42.89744758408591;ponte nova;MG
71741;-15.938267260154497;-47.95931632495225;nucleo bandeirante;DF
18250;-23.37258796192963;-48.18263638142889;guarei;SP
89620;-27.39477917486403;-51.22641727372148;campos novos;SC
13106;-22.87961301165676;-46.96458236081136;campinas;SP
6690;-23.54012001676076;-46.935011001233846;itapevi;SP
20756;-22.889099807115176;-43.30252763904441;rio de janeiro;RJ
32665;-19.967709943684355;-44.137873365303534;betim;MG
37175;-20.94350185395401;-45.82360401779211;ilicinea;MG
23550;-22.941571787956587;-43.69698216279063;rio de janeiro;RJ
17930;-21.395684547739368;-51.5784559922644;tupi paulista;SP
59151;-5.880442911064806;-35.20635912282943;parnamirim;RN
13170;-22.824387155594028;-47.277641523660094;sumare;SP
29309;-20.839854814782854;-41.11892789492856;cachoeiro de itapemirim;ES
3015;-23.555474496537556;-46.61980219900167;são paulo;SP
89212;-26.34563888830173;-48.84956075256638;joinville;SC
29102;-20.37616120906966;-40.30529402401848;vila velha;ES
11420;-24.00654544414308;-46.27287137930403;guarujá;SP
31870;-19.846947457123864;-43.90510943104039;belo horizonte;MG
2834;-23.47429756757464;-46.69195817430317;são paulo;SP
36415;-20.513258479202896;-43.85892792814532;congonhas;MG
17900;-21.48932495860847;-51.5194727643655;dracena;SP
59213;-6.467250708942017;-35.945973018848825;japi;RN
21073;-22.85378248874727;-43.26833290423573;rio de janeiro;RJ
60833;-3.796717649029616;-38.468874950857725;fortaleza;CE
7404;-23.38916178959309;-46.29307837961103;aruja;SP
2534;-23.493223026920194;-46.656740619481816;sao paulo;SP
89254;-26.47456303719198;-49.110794590628366;jaraguá do sul;SC
54250;-8.123165330108119;-35.03047276302863;jaboatao dos guararapes;PE
36415;-20.52273475015682;-43.86484192572274;congonhas;MG
89233;-26.386461953372947;-48.82135461226844;joinville;SC
29060;-20.29011582765873;-40.293031592994296;vitoria;ES
8381;-23.61250117994713;-46.4272759352986;sao paulo;SP
4011;-23.580095205636585;-46.64308619154512;sao paulo;SP
24452;-22.819600986687075;-43.00235006461484;sao goncalo;RJ
97650;-29.12601498393103;-56.54723216559352;itaqui;RS
3408;-23.550367672773955;-46.55220964738295;sao paulo;SP
44900;-11.297686796683411;-41.84755578985649;irece;BA
13870;-21.97108331146996;-46.79867792726019;sao joao da boa vista;SP
70390;-15.814254757197569;-47.91387255439479;brasilia;DF
3570;-23.56841565889549;-46.48764106549715;sao paulo;SP
4041;-23.60134459299257;-46.649001833044736;são paulo;SP
23030;-22.971491329447744;-43.64794036568743;rio de janeiro;RJ
66063;-1.4589088112701163;-48.47210947489747;belem;PA
65395;-4.484655084812666;-46.850346215609086;bom jesus das selvas;MA
90160;-30.049304469328888;-51.213159697876485;porto alegre;RS
9847;-23.77888515561264;-46.53169019149736;sao bernardo do campo;SP
5713;-23.625228446852084;-46.73279876533556;sao paulo;SP
59390;-6.095652177180099;-36.46932952430724;lagoa nova;RN
37558;-22.262411201198788;-45.93791113507108;pouso alegre;MG
4362;-23.645915276992323;-46.66682233236193;sao paulo;SP
74275;-16.718688;-49.27637700000001;goiânia;GO
12246;-23.215494762132906;-45.90679717415893;sao jose dos campos;SP
78820;-15.96369292476216;-54.959688185462014;jaciara;MT
64028;-5.1564374999999965;-42.78558149999999;teresina;PI
8110;-23.49174494171619;-46.39054444463039;sao paulo;SP
4515;-23.602002926164296;-46.66695405883205;são paulo;SP
7097;-23.44634995836461;-46.54365549347912;guarulhos;SP
38408;-18.936251654796667;-48.23062891002921;uberlandia;MG
89820;-26.865841165208288;-52.41183569528102;xanxerê;SC
9715;-23.71797866691692;-46.54604491185314;sao bernardo do campo;SP
26250;-22.76584099235716;-43.44027964772327;nova iguacu;RJ
8830;-23.51496543458948;-46.14288176658562;mogi das cruzes;SP
6449;-23.54405328102795;-46.869498729891866;barueri;SP
83020;-25.555947212880124;-49.196939747013694;sao jose dos pinhais;PR
7190;-23.46167884401869;-46.49400853358531;guarulhos;SP
87530;-23.39855856336188;-53.62926487982477;icaraima;PR
4002;-23.573465730027547;-46.650067122908375;sao paulo;SP
93180;-29.694262679051334;-51.22790698149888;portao;RS
87400;-23.7838283190117;-53.07612791407021;cruzeiro do oeste;PR
41720;-12.97203313788518;-38.43496406674155;salvador;BA
83430;-25.362251192763903;-49.09536699121402;campina grande do sul;PR
71010;-15.815328337961944;-47.99144055091864;brasilia;DF
63240;-7.3414919999999455;-39.02446249999997;abaiara;CE
55750;-7.834799481237908;-35.74953567349313;surubim;PE
5850;-23.656629981678133;-46.75110295322871;sao paulo;SP
86165;-22.868735622574096;-51.39382108936855;florestopolis;PR
20725;-22.904748;-43.28378264152593;rio de janeiro;RJ
2227;-23.47863930751921;-46.572613805441726;sao paulo;SP
80320;-25.457629746321206;-49.29859262476192;curitiba;PR
35160;-19.48962404079866;-42.515932986958255;ipatinga;MG
19806;-22.66070366472387;-50.4220642076;assis;SP
35500;-20.13678291335387;-44.890027020709965;divinopolis;MG
78556;-11.866076681875606;-55.50648102610347;sinop;MT
74840;-16.736240705182954;-49.2779556069106;goiania;GO
9571;-23.63310649624909;-46.56373199999999;sao caetano do sul;SP
19500;-22.142902073769697;-51.17314797420271;martinopolis;SP
15860;-21.08001030562479;-49.24376818852677;ibira;SP
22451;-22.978855257285478;-43.235532183594;rio de janeiro;RJ
15062;-20.8293255;-49.33765124999999;sao jose do rio preto;SP
4207;-23.585884208436724;-46.603022123780974;sao paulo;SP
7153;-23.378335166801342;-46.44350673105777;guarulhos;SP
15130;-20.8066287807374;-49.51756470489605;mirassol;SP
5541;-23.588181691095816;-46.74083315667377;sao paulo;SP
36880;-21.13079974583009;-42.366462330633006;muriae;MG
18960;-23.01230487051157;-49.47135488163243;bernardino de campos;SP
4459;-23.694472676380627;-46.67403220191585;sao paulo;SP
72215;-15.833758450603591;-48.09951901247513;brasilia;DF
11444;-23.972677376074785;-46.19077392728947;guaruja;SP
6293;-23.51664188565409;-46.76634131891617;osasco;SP
73370;-15.644626822049297;-47.64499821418316;brasilia;DF
13476;-22.748205457123863;-47.2574236007559;americana;SP
18301;-23.990622148708425;-48.35021173894047;capao bonito;SP
79215;-20.6845841432882;-55.27393035822052;dois irmãos do buriti;MS
63970;-4.819706029447682;-38.82123877603087;ibaretama;CE
29160;-20.2365765;-40.27565925;serra;ES
89287;-26.24409976742023;-49.39891262531073;sao bento do sul;SC
2434;-23.484186461278803;-46.64000855037795;sao paulo;SP
14096;-21.19637133953344;-47.77582040322059;ribeirao preto;SP
84600;-26.24327558817027;-51.08991623344808;uniao da vitoria;PR
13465;-22.74516560560334;-47.34727962753189;americana;SP
74340;-16.725897153360208;-49.32610805586184;goiania;GO
41740;-12.95671224530958;-38.40792767251398;salvador;BA
1033;-23.53710682737027;-46.63578266997533;sao paulo;SP
99150;-28.45101678280286;-52.2021855205896;marau;RS
6756;-23.606310656673788;-46.76980679156327;taboao da serra;SP
14140;-21.334127835765237;-47.75119201618129;cravinhos;SP
9171;-23.703286484044064;-46.50882824409951;santo andre;SP
4338;-23.67099160283337;-46.644597408275125;sao paulo;SP
28070;-21.72481842077481;-41.3248417824183;campos dos goytacazes;RJ
90040;-30.038114199838382;-51.21890377575156;porto alegre;RS
9251;-23.63039571495759;-46.50614647960066;santo andre;SP
36570;-20.77403028745189;-42.90471666202392;vicosa;MG
4920;-23.68754828373221;-46.75558744745634;são paulo;SP
31210;-19.848625699982623;-43.89581330059429;belo horizonte;MG
29101;-20.350545256371543;-40.28518853216134;vila velha;ES
4025;-23.59748445406544;-46.646679770759896;sao paulo;SP
45435;-13.73848958890948;-39.14905274845104;ituberá;BA
39970;-16.005757499999994;-41.278034250000005;pedra azul;MG
6709;-23.590099990564934;-46.82207291909515;cotia;SP
4122;-23.59993019019445;-46.62280296018801;são paulo;SP
18730;-23.428247032967583;-49.0879643098885;itai;SP
76820;-8.741781790168428;-63.86747464702079;porto velho;RO
75570;-18.20893322463702;-49.73644898760505;bom jesus;GO
13380;-22.77962991781703;-47.29452643125506;nova odessa;SP
24315;-22.895264022476805;-43.05665833028447;niteroi;RJ
54270;-8.073810487905407;-34.996269496183345;jaboatao dos guararapes;PE
36700;-21.52272448139276;-42.64428307801992;leopoldina;MG
18150;-23.64876784915653;-47.21829155991127;ibiuna;SP
29102;-20.34334030383563;-40.29853210214096;vila velha;ES
4124;-23.597262931732864;-46.6177110760574;sao paulo;SP
3134;-23.58474495679707;-46.58430283693359;são paulo;SP
13604;-22.33826646617836;-47.383779533821645;araras;SP
29175;-20.11718972948708;-40.1790285376157;serra;ES
11703;-24.0188043455479;-46.455736855819694;praia grande;SP
30720;-19.912585514859405;-43.97776275437127;belo horizonte;MG
28800;-22.71555156264094;-42.61321274039744;rio bonito;RJ
3147;-23.59418768858565;-46.57801601664842;sao paulo;SP
60135;-3.748126019375139;-38.50083073729925;fortaleza;CE
15807;-21.12527068220901;-48.94984948251485;catanduva;SP
72015;-15.838560950948198;-48.05673039408643;brasilia;DF
26262;-22.747497628030548;-43.48535111349839;nova iguacu;RJ
13609;-22.383313754172644;-47.374763205813714;araras;SP
66095;-1.428148099370935;-48.4599088230711;belem;PA
18530;-23.07599911375044;-47.72702457266913;tiete;SP
30882;-19.881959930059438;-44.00947799945173;belo horizonte;MG
72130;-15.798995760875728;-48.07142168303698;brasilia;DF
4134;-23.607192740492824;-46.62400907063304;são paulo;SP
11630;-23.83182304604652;-45.37368542232557;ilhabela;SP
35348;-19.72523238284895;-42.4146344343291;pingo-d'agua;MG
86140;-22.85419864617124;-51.02478420552092;primeiro de maio;PR
37800;-21.30739015598129;-46.70863342437527;guaxupe;MG
1327;-23.56706983957529;-46.64443562432925;sao paulo;SP
9842;-23.75644273524136;-46.57843461751991;sao bernardo do campo;SP
4890;-23.82715676828297;-46.7307876829021;sao paulo;SP
59056;-5.817488598512071;-35.19779204652677;natal;RN
3114;-23.55940504524207;-46.60029130919263;sao paulo;SP
83701;-25.58886096416497;-49.39004779086626;araucaria;PR
14092;-21.17325340215827;-47.78285240798665;ribeirao preto;SP
95700;-29.16842676107967;-51.51727934424874;bento goncalves;RS
79010;-20.449257810433387;-54.608294191211385;campo grande;MS
41745;-12.93145544768877;-38.40926859627693;salvador;BA
7140;-23.43611499916328;-46.504207807519215;guarulhos;SP
24230;-22.90166656396795;-43.104569253823016;niteroi;RJ
70346;-15.814399500000002;-47.90169900000001;brasilia;DF
25956;-22.430481551342297;-42.96597546830101;teresopolis;RJ
79080;-20.48848313073454;-54.62397821590988;campo grande;MS
6112;-23.53708437099993;-46.79571999999996;osasco;SP
72153;-15.746432814328523;-47.92541839618565;brasilia;DF
27915;-22.387876714707534;-41.77659270811585;macaé;RJ
87010;-23.440240548015296;-51.934424504544886;maringa;PR
26261;-22.76131150956744;-43.48048643013335;nova iguacu;RJ
15130;-20.818133828498503;-49.491179718083;mirassol;SP
11436;-23.97322628566375;-46.24839621486689;guaruja;SP
13631;-22.012410575642427;-47.42248797014243;pirassununga;SP
13457;-22.760336511489747;-47.39465451704052;santa barbara d'oeste;SP
5757;-23.6262813322177;-46.761465473628064;sao paulo;SP
22020;-22.96755876853821;-43.18215894142772;rio de janeiro;RJ
74475;-16.622441144167297;-49.32216990490748;goiania;GO
38408;-18.924014587569943;-48.26841119302905;uberlandia;MG
97300;-30.33984021626959;-54.317723730368805;sao gabriel;RS
29560;-20.77858220026402;-41.68147244824075;guacui;ES
22260;-22.94940640744284;-43.18642092041927;rio de janeiro;RJ
9406;-23.712557909515866;-46.39970561671185;ribeirao pires;SP
3691;-23.53226002914189;-46.48412095989383;sao paulo;SP
88350;-27.10164881580685;-48.9431137993381;brusque;SC
22221;-22.92853103882622;-43.1794021767896;rio de janeiro;RJ
6900;-23.80012661608371;-46.80964058296639;embu-guacu;SP
39535;-15.403048507862406;-42.30777211075845;vargem grande do rio pardo;MG
11704;-24.02443381497752;-46.48560516595762;praia grande;SP
18050;-23.505196679197777;-47.52277607839362;sorocaba;SP
6030;-23.55780088675821;-46.76376614541336;osasco;SP
85501;-26.21899517314965;-52.67674358558188;pato branco;PR
20561;-22.924611870102183;-43.26179040605341;rio de janeiro;RJ
14620;-20.721363995097985;-47.89287579600128;orlandia;SP
27580;-22.48921171282816;-44.56270912421133;itatiaia;RJ
9910;-23.690873599359787;-46.631044562729656;diadema;SP
3801;-23.50386469386578;-46.489050449910486;sao paulo;SP
28893;-22.527044962455523;-41.94269998454895;rio das ostras;RJ
6472;-23.4844495986684;-46.85015446452741;barueri;SP
3189;-23.56890283236193;-46.58117277407814;sao paulo;SP
78690;-14.66296498550855;-52.35405857016282;nova xavantina;MT
72225;-15.80616895341489;-48.118059936277305;brasilia;DF
26130;-22.772664776585184;-43.40383182876719;belford roxo;RJ
13306;-23.281253377635803;-47.27599340031943;itu;SP
5590;-23.575896666529108;-46.73372065397936;sao paulo;SP
21330;-22.88307441716191;-43.35936467014821;rio de janeiro;RJ
25620;-22.508176945322877;-43.17140023688614;petrópolis;RJ
35702;-19.48736021077077;-44.27969121894203;sete lagoas;MG
50710;-8.044878824311855;-34.90900496502971;recife;PE
94190;-29.955425150978314;-50.98083914233206;gravatai;RS
72445;-15.846754970466488;-47.921383727435945;brasilia;DF
59139;-5.727193312799319;-35.265498102833384;natal;RN
29120;-20.330559912435994;-40.30797168747954;vila velha;ES
93806;-29.65219070981733;-51.00344463620954;sapiranga;RS
5814;-23.65893;-46.73359401832186;sao paulo;SP
25040;-22.74535553152653;-43.32850542891394;duque de caxias;RJ
25025;-22.78403293382036;-43.32794146958281;duque de caxias;RJ
3223;-23.584111993623363;-46.56404634081605;são paulo;SP
89172;-27.25756907147595;-49.93553981570856;pouso redondo;SC
86703;-23.39319400203128;-51.41226372884416;arapongas;PR
21040;-22.88006601680227;-43.23937584191499;rio de janeiro;RJ
13561;-22.00879142060791;-47.90181136681922;são carlos;SP
89504;-26.77492693583672;-51.03321482538283;cacador;SC
13908;-22.72277850764605;-46.84281300000001;amparo;SP
55900;-7.560659088738138;-34.99887818212223;goiana;PE
96745;-29.965311;-51.60698549999999;charqueadas;RS
98700;-28.370651979623247;-53.93660527300342;ijui;RS
5572;-23.59875366333889;-46.79448971524605;sao paulo;SP
25660;-22.513569271644;-43.21244782993329;petropolis;RJ
2073;-23.50132932361936;-46.60752044171619;são paulo;SP
11703;-24.021150370246403;-46.45645788842405;praia grande;SP
86690;-22.832811102510316;-51.97193341340326;colorado;PR
4458;-23.682213586733223;-46.66999023258696;sao paulo;SP
35567;-20.275608164073716;-45.00456161627956;são sebastião do oeste;MG
21852;-22.859136698612478;-43.49488569917715;rio de janeiro;RJ
77015;-10.209317161601478;-48.338457029023694;palmas;TO
83060;-25.49540787967335;-49.155607852098925;são josé dos pinhais;PR
35681;-20.05760760377399;-44.56382937309412;itaúna;MG
97050;-29.688816688585657;-53.7958182305095;santa maria;RS
6543;-23.475652689809166;-46.83537784851197;santana de parnaiba;SP
23545;-22.96335358979164;-43.70615509172488;rio de janeiro;RJ
39800;-17.85457860502438;-41.51193428282849;teofilo otoni;MG
21381;-22.87639223757863;-43.30772264446877;rio de janeiro;RJ
9090;-23.65281875936294;-46.531256050781984;santo andre;SP
3813;-23.49272439133824;-46.47226632056093;sao paulo;SP
96211;-32.04629048183145;-52.120989328854;rio grande;RS
5781;-23.64936132361936;-46.76112159824574;sao paulo;SP
4215;-23.59573427739748;-46.59839507900305;são paulo;SP
41820;-12.986525933117845;-38.46320230919265;salvador;BA
18021;-23.506190601996668;-47.42932422508515;sorocaba;SP
31540;-19.828793620030066;-43.9874055940908;belo horizonte;MG
20211;-22.91253171135093;-43.19877177309717;rio de janeiro;RJ
59015;-5.8141709367245245;-35.19828162906108;natal;RN
25901;-22.6518998323913;-43.0228155086372;mage;RJ
64013;-4.990111113089043;-42.83546958068997;teresina;PI
19804;-22.666427601996663;-50.440085156673774;assis;SP
76360;-14.953086743367862;-49.55512309030212;itapaci;GO
47400;-10.822843484512587;-42.72611765323661;xique-xique;BA
1403;-23.56801761642338;-46.654313087281466;sao paulo;SP
6543;-23.472569800113806;-46.85879390005691;santana de parnaíba;SP
24110;-22.86268598660976;-43.09596860442957;niteroi;RJ
3972;-23.61746088121069;-46.48089168304573;sao paulo;SP
69305;2.830051953399953;-60.67727139146351;boa vista;RR
21921;-22.804489645565287;-43.19502104079865;rio de janeiro;RJ
29216;-20.651510153582045;-40.48120478229175;guarapari;ES
88570;-27.65782963854512;-50.581471811862414;são josé do cerrito;SC
